ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
15185,COMM,3420,002,Lecture,"3","Sherri Moore","MoWe 2:00PM - 3:15PM","Robertson Hall 123","Commercial Law II","",Closed,105,96,0
15068,COMM,3720,001,Lecture,"3","Zhaohui Chen","MoWe 9:30AM - 10:45AM","Robertson Hall 227","Intermediate Corporate Finance","",Closed,35,35,0
15069,COMM,3720,002,Lecture,"3","Zhaohui Chen","MoWe 12:30PM - 1:45PM","Robertson Hall 254","Intermediate Corporate Finance","",Closed,36,35,0
15070,COMM,3720,003,Lecture,"3","Zhaohui Chen","MoWe 2:00PM - 3:15PM","Robertson Hall 256","Intermediate Corporate Finance","",Closed,35,35,0
15071,COMM,3720,004,Lecture,"3","Robert Parham","TuTh 11:00AM - 12:15PM","Rouss Hall 410","Intermediate Corporate Finance","",Open,24,30,0
15107,COMM,3720,005,Lecture,"3","Robert Parham","TuTh 12:30PM - 1:45PM","Rouss Hall 410","Intermediate Corporate Finance","",Open,21,35,0
15115,COMM,3720,006,Lecture,"3","Robert Parham","TuTh 3:30PM - 4:45PM","Robertson Hall 221","Intermediate Corporate Finance","",Open,7,30,0
15094,COMM,3721,001,Laboratory,"1.5","Patrick Dennis","Tu 9:30AM - 10:45AM","Robertson Hall 225","Quantitative Finance","",Open,36,38,0
15095,COMM,3721,002,Laboratory,"1.5","Patrick Dennis","Th 9:30AM - 10:45AM","Robertson Hall 225","Quantitative Finance","",Open,33,38,0
15096,COMM,3721,003,Laboratory,"1.5","Patrick Dennis","Tu 12:30PM - 1:45PM","Robertson Hall 254","Quantitative Finance","",Open,36,38,0
15097,COMM,3721,004,Laboratory,"1.5","Patrick Dennis","Th 12:30PM - 1:45PM","Robertson Hall 254","Quantitative Finance","",Closed,38,38,0
15098,COMM,3721,005,Laboratory,"1.5","Patrick Dennis","Tu 2:00PM - 3:15PM","Robertson Hall 254","Quantitative Finance","",Closed,38,38,0
15099,COMM,3721,006,Laboratory,"1.5","Patrick Dennis","Th 2:00PM - 3:15PM","Robertson Hall 254","Quantitative Finance","",Open,35,38,0
15072,COMM,3790,001,Lecture,"3","Brendan Richardson","Mo 8:00AM - 10:45AM","Robertson Hall 221","Venture Capital & Emerging Firms","",Closed,40,40,0
15200,COMM,3790,002,Lecture,"3","Brendan Richardson","Mo 11:00AM - 1:45PM","Robertson Hall 221","Venture Capital & Emerging Firms","",Closed,41,40,0
15073,COMM,3810,001,Lecture,"3","Thomas Package","We 3:30PM - 6:15PM","Robertson Hall 260","Business Ethics","",Open,8,20,0
15075,COMM,3845,001,Lecture,"3","William Wilkerson","TuTh 9:30AM - 10:45AM","Robertson Hall 227","Foundations of International Business","",Open,14,25,0
15109,COMM,3845,002,Lecture,"3","William Wilkerson","TuTh 11:00AM - 12:15PM","Robertson Hall 116","Foundations of International Business","",Closed,26,25,0
15187,COMM,4150,001,Lecture,"3","Eric Negangard","MoWe 9:30AM - 10:45AM","Robertson Hall 256","Introductory Auditing","",Open,33,45,0
15078,COMM,4230,001,Lecture,"3","Stefano Grazioli","TuTh 12:30PM - 1:45PM","Robertson Hall 223","Information Technology in Finance","",Closed,25,25,0
15136,COMM,4250,001,Lecture,"3","Stefano Grazioli","TuTh 3:30PM - 4:45PM","Robertson Hall 225","Digital Innovation","",Open,20,25,0
15156,COMM,4251,001,Lecture,"1.5","Ryan Wright","TBA","TBA","Digital Safari","",Closed,12,12,0
15114,COMM,4260,001,Lecture,"3","Jingjing Li","MoWe 11:00AM - 12:15PM","Robertson Hall 260","Business Analytics","",Open,31,35,0
19753,COMM,4260,002,Lecture,"3","Jingjing Li","MoWe 2:00PM - 3:15PM","Robertson Hall 227","Business Analytics","",Open,27,35,0
15079,COMM,4310,001,Lecture,"3","Lucien Bass,William Kehoe","TuTh 11:00AM - 12:15PM","Robertson Hall 225","Global Marketing","",Open,26,30,0
15080,COMM,4330,001,Lecture,"3","Lucien Bass","TuTh 2:00PM - 3:15PM","Robertson Hall 258","Negotiating for Value","",Closed,24,18,0
15137,COMM,4350,001,Lecture,"3","James Maxham","TuTh 2:00PM - 3:15PM","Rouss Hall 410","Customer Analytics & Brand Strategy","",Closed,29,24,0
19762,COMM,4350,002,Lecture,"3","James Maxham","TuTh 3:30PM - 4:45PM","Rouss Hall 410","Customer Analytics & Brand Strategy","",Closed,24,24,0
15195,COMM,4370,001,Lecture,"3","Nicole Montgomery","We 9:30AM - 12:15PM","Robertson Hall 221","Social Media Marketing Strategy & Analytics","",Open,22,25,0
19763,COMM,4370,002,Lecture,"3","Nicole Montgomery","We 2:00PM - 4:45PM","Robertson Hall 221","Social Media Marketing Strategy & Analytics","",Open,15,25,0
15081,COMM,4372,001,Lecture,"3","Carrie Heilman","TuTh 11:00AM - 12:15PM","Robertson Hall 227","Integrated Marketing Communications Campaigns","",Closed,31,30,0
15154,COMM,4374,001,Laboratory,"1.5","Carrie Heilman","Fr 11:00AM - 12:15PM","Robertson Hall 227","Integrated Marketing Communications Campaigns - Media Lab","",Closed,31,30,0
19757,COMM,4381,001,Lecture,"3","James Burroughs","Mo 2:00PM - 4:45PM","Robertson Hall 118","Developing and Managing Innovative New Products","",Open,11,30,0
15186,COMM,4539,001,Lecture,"3","Nicole Montgomery","Fr 9:30AM - 12:15PM","Robertson Hall 260","Global Commerce Immersion: Topics in Marketing","GCI: Globl Dig Mktg UK&Ireland",Open,14,30,0
19930,COMM,4559,001,Lecture,"3","Kerrie Carfagno","TuTh 12:30PM - 1:45PM","Robertson Hall 260","New Course in Commerce","Resilience & Sustainability",Open,29,30,0
19931,COMM,4559,002,Lecture,"1.5","Christopher Maurer","Tu 3:30PM - 6:15PM","Robertson Hall 254","New Course in Commerce","Text Analytics",Open,11,30,0
19932,COMM,4559,003,Lecture,"3","John Griffin","We 2:00PM - 4:45PM","Robertson Hall 118","New Course in Commerce","Decide Wisely/Think Critically",Closed,46,46,0
19933,COMM,4559,004,Lecture,"3","Eric Martin","Tu 2:00PM - 4:45PM","Robertson Hall 120","New Course in Commerce","Managing Innovation",Open,12,25,0
19764,COMM,4621,001,Lecture,"3","Gary Ballinger","MoWe 11:00AM - 12:15PM","Robertson Hall 225","Work Motivation and Strategic Performance Management","",Open,25,30,0
15074,COMM,4641,001,Lecture,"3","Robert Patterson","MoWe 12:30PM - 1:45PM","Robertson Hall 260","Public Speaking & Persuasion","",Closed,18,16,0
15083,COMM,4643,001,Lecture,"3","Marcia Pentz-Harris","MoWe 12:30PM - 1:45PM","Robertson Hall 227","Advanced Business Speaking","",Closed,19,18,0
15159,COMM,4660,001,Lecture,"3","Brendan Boler","MoWe 8:00AM - 9:15AM","Robertson Hall 260","The Advice Business: The Basics of Strategic Consulting","",Closed,31,30,0
15162,COMM,4660,002,Lecture,"3","Brendan Boler","MoWe 9:30AM - 10:45AM","Robertson Hall 260","The Advice Business: The Basics of Strategic Consulting","",Closed,31,31,0
15092,COMM,4681,001,Lecture,"3","Eric Martin","Mo 3:30PM - 6:30PM","Robertson Hall 116","Entrepreneurship Track Capstone","",Closed,19,18,0
15082,COMM,4690,001,Lecture,"3","William Wilkerson","TuTh 3:30PM - 4:45PM","Robertson Hall 260","Global Management","",Open,11,30,0
15157,COMM,4703,001,Lecture,"3","Chris Shumway","Th 11:00AM - 1:45PM","TBA","Global Macro Investing","",Closed,7,7,0
15135,COMM,4710,001,Lecture,"3","David Chapman","MoWe 12:30PM - 1:45PM","Robertson Hall 223","Intermediate Investments","",Closed,40,40,0
15190,COMM,4710,002,Lecture,"3","Patrik Sandas","TuTh 9:30AM - 10:45AM","Robertson Hall 395","Intermediate Investments","",Open,28,40,0
15110,COMM,4720,001,Lecture,"3","David Smith","MoWe 9:30AM - 10:45AM","Robertson Hall 116","Advanced Corporate Finance: Valuation and Restructuring","",Closed,37,35,0
15121,COMM,4720,002,Lecture,"3","David Smith","MoWe 11:00AM - 12:15PM","Robertson Hall 116","Advanced Corporate Finance: Valuation and Restructuring","",Closed,38,35,0
15123,COMM,4721,001,Lecture,"3","William Wilhelm","TuTh 12:30PM - 1:45PM","Robertson Hall 256","Advanced Corporate Finance: Investment Banking","",Open,31,39,0
15198,COMM,4731,001,Lecture,"3","Patrik Sandas","TuTh 12:30PM - 1:45PM","Robertson Hall 395","Advanced Investments: Principles of Securities Trading","",Closed,37,37,0
15182,COMM,4732,001,Lecture,"3","David Chapman","MoWe 11:00AM - 12:15PM","Robertson Hall 227","Advanced Investments: Quantitative Equity Portfolio Management","",Open,32,35,0
15093,COMM,4760,001,Lecture,"3","Felicia Marston","Th 3:30PM - 6:00PM","Robertson Hall 254","Private Equity","",Closed,25,20,0
15138,COMM,4780,001,Lecture,"3","Michael Gallmeyer","MoWe 3:30PM - 6:15PM","Robertson Hall 227","Quantitative Finance Seminar","",Open,14,30,0
15105,COMM,4791,001,Lecture,"3","George Overstreet","We 3:30PM - 6:00PM","Robertson Hall 123","Real Estate Investment Analysis","",Open,27,40,0
15103,COMM,4792,001,Lecture,"3","George Overstreet","Th 3:30PM - 6:00PM","Robertson Hall 258","Commercial Real Estate Seminar:Advanced Issues and Fieldwork","",Open,23,40,0
15183,COMM,4821,001,Lecture,"3","Robert Brown","MoWe 11:00AM - 12:15PM","TBA","Managing Sustainable Development","",Closed,26,25,0
15184,COMM,4821,002,Lecture,"3","Robert Brown","MoWe 12:30PM - 1:45PM","TBA","Managing Sustainable Development","",Closed,19,18,0
15108,COMM,4822,001,Lecture,"3","Mark White","Mo 2:00PM - 4:45PM","Robertson Hall 221","Invest in Sustainable Future","",Open,22,24,0
15120,COMM,4831,001,Lecture,"2","David Mick","Tu 3:30PM - 5:15PM","Robertson Hall 258","Cultivating Wisdom and Well-Being for Personal & Professional Growth","",Open,16,20,0
15173,COMM,4831,002,Lecture,"2","David Mick","Tu 6:00PM - 7:45PM","Robertson Hall 258","Cultivating Wisdom and Well-Being for Personal & Professional Growth","",Open,13,20,0
15134,COMM,4841,001,Independent Study,"3","William Wilhelm","TBA","TBA","Global Commerce Scholar Thesis","",Open,4,8,0
15084,COMM,4993,001,Independent Study,"3","David Smith","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21029,COMM,4993,002,Independent Study,"3","James Maxham","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21137,COMM,4993,003,Independent Study,"1.5","Ying Foutz","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21244,COMM,4993,004,Independent Study,"3","Jeffrey Boichuk","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21250,COMM,4993,005,Independent Study,"3","Michael Gallmeyer","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21278,COMM,4993,006,Independent Study,"3","Bevin Etienne","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21279,COMM,4993,007,Independent Study,"1","Gary Ballinger","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21285,COMM,4993,008,Independent Study,"1","Susan Porter","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21286,COMM,4993,009,Independent Study,"1.5","Carrie Heilman","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21287,COMM,4993,010,Independent Study,"2","Mark White","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21288,COMM,4993,011,Independent Study,"1.5","Patrik Sandas","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
21298,COMM,4993,012,Independent Study,"3","Eric Martin","TBA","TBA","Independent Study in Commerce","",Closed,1,1,0
15132,COMM,5110,001,Lecture,"3","Adam Koch","TuTh 9:30AM - 10:45AM","Robertson Hall 254","Financial Statement Analysis","",Open,30,35,0
15133,COMM,5110,002,Lecture,"3","Adam Koch","TuTh 11:00AM - 12:15PM","Robertson Hall 254","Financial Statement Analysis","",Open,34,35,0
15085,COMM,5460,001,Lecture,"3","Jeri Seidman","MoWe 9:30AM - 10:45AM","Robertson Hall 225","Taxes & Business Strategy","",Open,47,50,0
19689,COMM,5460,002,Lecture,"3","Jeri Seidman","MoWe 12:30PM - 1:45PM","Robertson Hall 225","Taxes & Business Strategy","",Open,31,40,0
15160,COMM,5510,001,Lecture,"3","Roger Martin","We 5:00PM - 7:30PM","Robertson Hall 223","Topics in Accounting","Acctg & Fin Mgmt in Europe",Open,18,20,0
19682,COMM,5559,001,Lecture,"1.5","Katie McDermott","Th 2:00PM - 4:45PM","Robertson Hall 116","New Course in Commerce","Government & Nonprofit Acctng",Open,29,35,0
16788,CPE,6890,001,Practicum,"1 - 3","Joanne Dugan","TBA","TBA","Industrial Applications","",Open,0,30,0
16523,CPE,7993,001,Independent Study,"0.5 - 3","Joanne Dugan","TBA","TBA","Independent Study","",Open,5,13,0
21315,CPE,7993,002,Independent Study,"0.5 - 3","Luke Dahl","TBA","TBA","Independent Study","",Open,1,30,0
17029,CPE,7993,004,Independent Study,"0.5 - 3","Mircea Stan","TBA","TBA","Independent Study","",Open,1,5,0
16591,CPE,7995,001,Independent Study,"1 - 6","Joanne Dugan","TBA","TBA","Supervised Project Research","",Open,0,30,0
16773,CPE,8897,001,Independent Study,"1 - 12","Joanne Dugan","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16596,CPE,9999,001,Independent Study,"1 - 12","Laura Barnes","TBA","TBA","Non-Topical Research, Doctoral Dissertation","",Open,1,30,0
21147,CPE,9999,002,Independent Study,"1 - 12","Nicola Bezzo","TBA","TBA","Non-Topical Research, Doctoral Dissertation","",Open,1,30,0
21207,CPE,9999,003,Independent Study,"1 - 12","Yuan Tian","TBA","TBA","Non-Topical Research, Doctoral Dissertation","",Open,1,30,0
18683,CPLT,8002,001,Seminar,"3","Rita Felski","Mo 6:30PM - 9:00PM","New Cabell Hall 068","Comparative and Transnational Studies","",Open,9,14,0
12990,CREO,1020,001,Workshop,"3","Kandioura Dramé","MoWeFr 3:05PM - 4:05PM","Clemons Library 320","Elementary Creole II","",Open,0,18,0
12991,CREO,2020,001,Workshop,"3","Kandioura Dramé","MoWeFr 1:40PM - 2:30PM","Clemons Library 320","Intermediate Creole II","",Open,0,18,0
15785,CS,1010,001,Lecture,"3","Craig Dill","MoWe 3:30PM - 4:45PM","Thornton Hall E316","Introduction to Information Technology","",Open,68,90,0
15771,CS,1110,001,Lecture,"3","Nathan Brunelle","MoWeFr 2:00PM - 2:50PM","Wilson Hall 402","Introduction to Programming","",Open,245,260,0
15781,CS,1110,002,Lecture,"3","Craig Dill","MoWeFr 12:00PM - 12:50PM","Minor Hall 125","Introduction to Programming","",Open,79,110,0
16848,CS,1110,003,Lecture,"3","Luther Tychonievich","MoWeFr 9:00AM - 9:50AM","Maury Hall 209","Introduction to Programming","",Open,176,260,0
18892,CS,1110,004,Lecture,"3","Craig Dill","MoWeFr 1:00PM - 1:50PM","Olsson Hall 120","Introduction to Programming","",Open,35,110,0
15772,CS,1110,100,Laboratory,"0","Nathan Brunelle","Th 9:30AM - 10:45AM","Olsson Hall 001","Introduction to Programming","",Closed,44,44,0
15773,CS,1110,101,Laboratory,"0","Nathan Brunelle","Th 11:00AM - 12:15PM","Olsson Hall 001","Introduction to Programming","",Closed,44,44,0
15774,CS,1110,102,Laboratory,"0","Nathan Brunelle","Th 12:30PM - 1:45PM","Olsson Hall 001","Introduction to Programming","",Closed,43,44,0
15775,CS,1110,103,Laboratory,"0","Nathan Brunelle","Th 2:00PM - 3:15PM","Olsson Hall 001","Introduction to Programming","",Closed,44,44,0
15776,CS,1110,104,Laboratory,"0","Nathan Brunelle","Th 3:30PM - 4:45PM","Olsson Hall 001","Introduction to Programming","",Closed,43,44,0
15777,CS,1110,105,Laboratory,"0","Nathan Brunelle","Th 5:00PM - 6:15PM","Olsson Hall 001","Introduction to Programming","",Open,43,44,0
15778,CS,1110,106,Laboratory,"0","Nathan Brunelle","Th 6:30PM - 7:45PM","Olsson Hall 001","Introduction to Programming","",Open,35,44,0
15779,CS,1110,107,Laboratory,"0","Nathan Brunelle","Th 12:30PM - 1:45PM","Mechanical Engr Bldg 213","Introduction to Programming","",Open,45,46,0
15780,CS,1110,108,Laboratory,"0","Nathan Brunelle","Th 3:30PM - 4:45PM","Mechanical Engr Bldg 213","Introduction to Programming","",Closed,45,46,0
15782,CS,1110,109,Laboratory,"0","Nathan Brunelle","Th 5:00PM - 6:15PM","Mechanical Engr Bldg 213","Introduction to Programming","",Open,41,46,0
15899,CS,1110,110,Laboratory,"0","Nathan Brunelle","Th 6:30PM - 7:45PM","Mechanical Engr Bldg 213","Introduction to Programming","",Open,32,46,0
16849,CS,1110,111,Laboratory,"0","Nathan Brunelle","Th 5:00PM - 6:15PM","Olsson Hall 009","Introduction to Programming","",Open,76,81,0
15783,CS,1111,001,Lecture,"3","Upsorn Praphamontripong","MoWe 2:00PM - 3:15PM","Thornton Hall E303","Introduction to Programming","",Open,59,95,0
15784,CS,1112,001,Lecture,"3","James Cohoon","MoWeFr 2:00PM - 3:15PM","Rice Hall 130","Introduction to Programming","",Closed,148,145,0
20888,CS,1501,001,Lecture,"1","Upsorn Praphamontripong","We 12:00PM - 12:50PM","Chemical Engineering Bldg 005","Special Topics in Computer Science","Engineering Movies and Music",Open,24,30,0
20890,CS,1501,002,Lecture,"1","Nicola Bezzo","Mo 1:00PM - 1:50PM","Mechanical Engr Bldg 213","Special Topics in Computer Science","Intro to Robotics",Open,28,48,0
15789,CS,2102,001,Lecture,"3","Kevin Sullivan","TuTh 12:30PM - 1:45PM","Mechanical Engr Bldg 205","Discrete Mathematics","",Closed,150,150,0
16310,CS,2102,002,Lecture,"3","Kevin Sullivan","TuTh 2:00PM - 3:15PM","Mechanical Engr Bldg 205","Discrete Mathematics","",Closed,149,150,0
16855,CS,2102,003,Lecture,"3","Ashlie Hocking","TuTh 9:30AM - 10:45AM","Maury Hall 209","Discrete Mathematics","",Open,111,145,0
15786,CS,2110,001,Lecture,"3","Raymond Pettit","MoWeFr 10:00AM - 10:50AM","Olsson Hall 120","Software Development Methods","",Open,123,135,0
16222,CS,2110,002,Lecture,"3","Derrick Stone","MoWeFr 12:00PM - 12:50PM","Rice Hall 130","Software Development Methods","",Open,130,135,0
16633,CS,2110,003,Lecture,"3","Nada Basit","MoWeFr 1:00PM - 1:50PM","Mechanical Engr Bldg 205","Software Development Methods","",Closed,149,135,0
16850,CS,2110,004,Lecture,"3","John Hott","MoWeFr 9:00AM - 9:50AM","Rice Hall 130","Software Development Methods","",Open,65,135,0
15787,CS,2110,101,Laboratory,"0","Nada Basit","Mo 7:00PM - 8:45PM","Rice Hall 130","Software Development Methods","",Open,123,135,0
15788,CS,2110,102,Laboratory,"0","Nada Basit","Tu 7:00PM - 8:45PM","Rice Hall 130","Software Development Methods","",Open,69,135,0
16223,CS,2110,103,Laboratory,"0","Nada Basit","Mo 5:00PM - 6:45PM","Rice Hall 130","Software Development Methods","",Closed,142,135,0
16311,CS,2110,104,Laboratory,"0","Nada Basit","Tu 5:15PM - 7:00PM","Rice Hall 130","Software Development Methods","",Closed,133,135,0
15790,CS,2150,001,Lecture,"3","Aaron Bloomfield","MoWeFr 9:00AM - 9:50AM","Ruffner Hall G008","Program and Data Representation","",Open,154,170,0
16542,CS,2150,002,Lecture,"3","Mark Floryan","MoWeFr 11:00AM - 11:50AM","Olsson Hall 120","Program and Data Representation","",Closed,146,148,0
18893,CS,2150,003,Lecture,"3","Mark Floryan","MoWeFr 10:00AM - 10:50AM","Mechanical Engr Bldg 341","Program and Data Representation","",Closed,79,80,0
15791,CS,2150,101,Laboratory,"0","Mark Floryan","Tu 9:30AM - 10:45AM","Olsson Hall 001","Program and Data Representation","",Closed,43,44,0
15792,CS,2150,102,Laboratory,"0","Mark Floryan","Tu 11:00AM - 12:15PM","Olsson Hall 001","Program and Data Representation","",Closed,44,44,0
15793,CS,2150,103,Laboratory,"0","Mark Floryan","Tu 12:30PM - 1:45PM","Olsson Hall 001","Program and Data Representation","",Closed,43,44,0
16224,CS,2150,104,Laboratory,"0","Mark Floryan","Tu 2:00PM - 3:15PM","Olsson Hall 001","Program and Data Representation","",Closed,43,44,0
16329,CS,2150,105,Laboratory,"0","Mark Floryan","Tu 3:30PM - 4:45PM","Olsson Hall 001","Program and Data Representation","",Closed,43,44,0
16541,CS,2150,106,Laboratory,"0","Mark Floryan","Tu 5:00PM - 6:15PM","Olsson Hall 009","Program and Data Representation","",Open,64,66,0
16634,CS,2150,107,Laboratory,"0","Mark Floryan","Tu 6:30PM - 7:45PM","Olsson Hall 009","Program and Data Representation","",Open,58,66,0
17026,CS,2150,108,Laboratory,"0","Mark Floryan","Tu 8:00AM - 9:15AM","Olsson Hall 001","Program and Data Representation","",Open,41,44,0
18948,CS,2501,001,Lecture,"3","Raymond Pettit","MoWeFr 9:00AM - 9:50AM","Mechanical Engr Bldg 341","Special Topics in Computer Science","DSA2",Open,42,60,0
20298,CS,2501,002,Laboratory,"0","Raymond Pettit","Mo 5:00PM - 6:15PM","Rice Hall 340","Special Topics in Computer Science","DSA2",Open,29,30,0
20308,CS,2501,003,Laboratory,"0","Raymond Pettit","Mo 6:30PM - 7:45PM","Rice Hall 340","Special Topics in Computer Science","DSA2",Open,13,30,0
18949,CS,2501,004,Lecture,"3","Luther Tychonievich","MoWeFr 2:00PM - 2:50PM","Olsson Hall 005","Special Topics in Computer Science","COA2",Open,43,60,0
18950,CS,2501,005,Lecture,"3","Tom Horton","MoWeFr 1:00PM - 1:50PM","Rice Hall 130","Special Topics in Computer Science","SW Development Essentials",Open,50,90,0
16636,CS,2910,001,Practicum,"1","Upsorn Praphamontripong","TuTh 12:30PM - 1:45PM","Rice Hall 340","CS Education Practicum","",Closed,35,30,0
20294,CS,2910,002,Practicum,"1","Upsorn Praphamontripong","TBA","TBA","CS Education Practicum","",Closed,47,30,0
15795,CS,3102,001,Lecture,"3","Nathan Brunelle","TuTh 2:00PM - 3:15PM","Minor Hall 125","Theory of Computation","",Open,195,200,0
16635,CS,3205,001,Lecture,"3","Panagiotis Apostolellis","TuTh 3:30PM - 4:45PM","Thornton Hall E316","HCI in Software Development","",Open,59,94,0
18894,CS,3205,002,Lecture,"3","Panagiotis Apostolellis","TuTh 9:30AM - 10:45AM","Rice Hall 130","HCI in Software Development","",Open,79,94,0
16342,CS,3240,001,Lecture,"3","Mark Sherriff","TuTh 2:00PM - 3:15PM","Rice Hall 130","Advanced Software Development Techniques","",Open,122,130,0
18895,CS,3240,002,Lecture,"3","Mark Sherriff","TuTh 11:00AM - 12:15PM","Wilson Hall 301","Advanced Software Development Techniques","",Open,121,130,0
15796,CS,3240,101,Laboratory,"0","Mark Sherriff","Mo 2:00PM - 3:15PM","Olsson Hall 009","Advanced Software Development Techniques","",Closed,83,80,0
15797,CS,3240,102,Laboratory,"0","Mark Sherriff","Mo 5:00PM - 6:15PM","Olsson Hall 009","Advanced Software Development Techniques","",Closed,81,80,0
16934,CS,3240,103,Laboratory,"0","Mark Sherriff","Mo 3:30PM - 4:45PM","Olsson Hall 009","Advanced Software Development Techniques","",Open,79,80,0
16380,CS,3330,001,Lecture,"3","Charles Reiss","TuTh 11:00AM - 12:15PM","Olsson Hall 120","Computer Architecture","",Closed,132,130,0
16637,CS,3330,002,Lecture,"3","Ashish Venkat","TuTh 2:00PM - 3:15PM","Olsson Hall 120","Computer Architecture","",Open,97,130,0
16381,CS,3330,101,Laboratory,"0","Charles Reiss","We 2:00PM - 3:15PM","Olsson Hall 001","Computer Architecture","",Closed,43,45,0
16382,CS,3330,102,Laboratory,"0","Charles Reiss","We 3:30PM - 4:45PM","Olsson Hall 001","Computer Architecture","",Open,43,45,0
16517,CS,3330,103,Laboratory,"0","Charles Reiss","We 5:00PM - 6:15PM","Olsson Hall 011","Computer Architecture","",Open,61,70,0
16638,CS,3330,104,Laboratory,"0","Charles Reiss","We 6:30PM - 7:45PM","Olsson Hall 011","Computer Architecture","",Open,42,70,0
16743,CS,3330,105,Laboratory,"0","Charles Reiss","We 12:30PM - 1:45PM","Olsson Hall 001","Computer Architecture","",Open,40,45,0
18896,CS,3501,001,Lecture,"3","Aaron Bloomfield","MoWeFr 12:00PM - 12:50PM","Olsson Hall 120","Special Topics in Computer Science","Introduction to Cybersecurity",Open,118,148,0
20126,CS,3501,002,Lecture,"3","Tom Fletcher","TuTh 12:30PM - 1:45PM","Thornton Hall E316","Special Topics in Computer Science","Foundations of Data Analysis",Closed,54,50,0
15900,CS,4102,001,Lecture,"3","Daniel Graham","MoWe 2:00PM - 3:15PM","Mechanical Engr Bldg 205","Algorithms","",Open,128,140,0
16853,CS,4102,002,Lecture,"3","John Hott","MoWe 3:30PM - 4:45PM","Rice Hall 130","Algorithms","",Closed,139,135,0
19102,CS,4330,001,Lecture,"3","Samira Khan","MoWe 2:00PM - 3:15PM","Mechanical Engineering 305","Advanced Computer Architecture","",Open,2,10,0
15798,CS,4414,001,Lecture,"3","Charles Reiss","TuTh 12:30PM - 1:45PM","Rice Hall 130","Operating Systems","",Closed,88,90,0
18897,CS,4414,002,Lecture,"3","Yonghwi Kwon","TuTh 3:30PM - 4:45PM","Rice Hall 130","Operating Systems","",Open,51,90,0
16728,CS,4434,001,Lecture,"3","Homa Alemzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E304","Dependable Computing Systems","",Open,5,12,0
16932,CS,4444,001,Lecture,"3","Andrew Grimshaw","TuTh 5:00PM - 6:15PM","Thornton Hall D115","Introduction to Parallel Computing","",Open,16,35,0
16454,CS,4457,001,Lecture,"3","Brad Campbell","TuTh 3:30PM - 4:45PM","Olsson Hall 120","Computer Networks","",Open,48,65,0
18898,CS,4501,001,Lecture,"3","Rich Nguyen","MoWeFr 12:00PM - 12:50PM","Thornton Hall E303","Special Topics in Computer Science","Machine Learning",Open,85,96,0
18899,CS,4501,002,Lecture,"3","Rich Nguyen","MoWeFr 1:00PM - 1:50PM","Thornton Hall E303","Special Topics in Computer Science","Machine Learning",Open,78,96,0
16851,CS,4501,003,Lecture,"3","Madhur Behl","MoWe 2:00PM - 3:15PM","Rice Hall 120","Special Topics in Computer Science","F1/10: Autonomous Racing",Closed,25,27,0
18900,CS,4501,004,Lecture,"3","Co-taught by David Evans (CS) and Denis Nekipelov (Economics)","TuTh 9:30AM - 10:45AM","Mechanical Engr Bldg 213","Special Topics in Computer Science","Markets, Mechanisms,& Machines",Closed,19,20,0
16477,CS,4501,005,Lecture,"3","Thomas Pinckney","MoWe 2:00PM - 3:15PM","Mechanical Engr Bldg 339","Special Topics in Computer Science","Internet Scale Applications",Open,57,60,0
18902,CS,4501,007,Lecture,"3","Ahmed Ibrahim","Fr 2:00PM - 4:30PM","Rice Hall 340","Special Topics in Computer Science","Penetration Testing",Closed,13,10,0
20122,CS,4501,008,Lecture,"3","Farzad Hassanzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E316","Special Topics in Computer Science","Stat Learning & Graph Models",Open,19,35,0
19103,CS,4620,001,Lecture,"3","Mary Soffa","TuTh 11:00AM - 12:15PM","Olsson Hall 009","Compilers","",Open,14,38,0
16543,CS,4630,001,Lecture,"3","Yuan Tian","MoWe 3:30PM - 4:45PM","Olsson Hall 120","Defense Against the Dark Arts","",Open,112,125,0
16639,CS,4640,001,Lecture,"3","Upsorn Praphamontripong","TuTh 2:00PM - 3:15PM","Clark Hall 108","Programming Languages for Web Applications","",Closed,116,94,0
16854,CS,4710,001,Lecture,"3","Michael Freenor","MoWeFr 9:00AM - 9:50AM","Olsson Hall 120","Artificial Intelligence","",Open,81,120,0
16901,CS,4720,001,Lecture,"3","Daniel Graham","MoWeFr 11:00AM - 11:50AM","Mechanical Engr Bldg 341","Mobile Application Development","",Open,69,80,0
