ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
18791,JPTR,3400,001,Seminar,"3","Gustav Heldt","Tu 3:30PM - 6:00PM","New Cabell Hall 407","Tales of the Samurai","",Open,17,18,0
18793,JPTR,3559,001,Seminar,"3","Miyabi Goto","Th 3:30PM - 6:00PM","Maury Hall 110","New Course in Japanese in Translation","Authorship in Japanese Narrati",Open,11,18,0
18792,JPTR,3700,001,Seminar,"3","Miyabi Goto","Mo 3:30PM - 6:00PM","New Cabell Hall 187","Japanese Popular Culture","",Closed,18,18,0
18795,JPTR,4991,001,Seminar,"1","Gustav Heldt","TBA","TBA","Japanese Capstone","",Open,4,30,0
11925,JPTR,5020,001,Lecture,"3","Miyabi Goto","TuTh 2:00PM - 3:15PM","Gibson Hall 242","Survey of Modern Japanese Literature","",Open,1,3,0
18804,JPTR,5400,001,Seminar,"3","Gustav Heldt","Tu 3:30PM - 6:00PM","New Cabell Hall 407","Tales of the Samurai","",Closed,2,2,0
18809,JPTR,5559,001,Seminar,"1 - 4","Miyabi Goto","Th 3:30PM - 6:00PM","Maury Hall 110","New Course in Japanese in Translation","",Open,1,2,0
18806,JPTR,5700,001,Seminar,"3","Miyabi Goto","Mo 3:30PM - 6:00PM","New Cabell Hall 187","Japanese Popular Culture","",Closed,2,2,0
19784,JWST,3559,001,Lecture,"3","Stephanie Rotem","MoWe 2:00PM - 3:15PM","Ruffner Hall 175","New Course in Jewish Studies","Tel Aviv",Open,6,8,0
19789,JWST,3559,002,Lecture,"3","Stephanie Rotem","TuTh 2:00PM - 3:15PM","Bryan Hall 310","New Course in Jewish Studies","Building Homeland",Open,2,3,0
20376,JWST,4970,001,Independent Study,"3","Gabriel Finder","TBA","TBA","Supervised Research","",Open,0,5,0
20377,JWST,4980,001,Independent Study,"3","Gabriel Finder","TBA","TBA","Supervised Research","",Open,1,5,0
12885,KICH,1020,001,Lecture,"3","Allison Bigelow","TuTh 4:00PM - 5:15PM","Contact Department","Introduction to Maya K'iche' II","",Open,2,20,0
19701,KICH,2020,001,Lecture,"3","Allison Bigelow","TuTh 2:00PM - 3:15PM","Contact Department","Intermediate Maya K'iche' II","",Open,3,20,0
15444,KINE,1000,1,Lecture,"1","Diane Whaley, Lynne Crotts","Tu 6:30PM - 9:00PM","McLeod Hall 2010 - Science Ctr","Introduction to Mindfulness","",Open,15,16,0
15445,KINE,1040,1,Lecture,"1","Diane Whaley, Lisa Speidel","MoWe 11:00AM - 12:15PM","Memorial Gymnasium 120-MP","Women's Self-Defense","",Closed,27,24,0
15627,KINE,1050,1,Lecture,"1","Diane Whaley, Geoffrey Cox","Mo 4:00PM - 6:30PM","TBA","Meditation Peer Leadership","",Open,12,16,0
19087,KINE,1055,1,Lecture,"1","Diane Whaley, Geoffrey Cox","We 2:00PM - 4:30PM","Slaughter Rec 115B-MP2","Mindfulness and Nature","",Open,16,20,0
15659,KINE,1115,1,Lecture,"1","Dean Russell, Diane Whaley","TuTh 11:00AM - 12:15PM","Contact Department","Squash","",Open,13,16,0
15446,KINE,1120,1,Lecture,"1","Diane Whaley, Isabelle Glancy","TuTh 11:00AM - 12:15PM","Memorial Gymnasium Main Gym","Volleyball","",Closed,24,24,0
15447,KINE,1130,1,Lecture,"1","Diane Whaley, Matthew Cruz","TuTh 12:30PM - 1:45PM","Carr's Hill Field","Soccer","",Closed,25,24,0
15448,KINE,1150,1,Lecture,"1","Diane Whaley, Joshua Wallace","MoWeFr 12:00PM - 12:50PM","Memorial Gymnasium Main Gym","Basketball","",Open,21,24,0
18775,KINE,1155,1,Lecture,"1","Diane Whaley, Nicole Hayman","TuTh 12:30PM - 1:45PM","Memorial Gymnasium Main Gym","Women's Basketball","",Open,10,24,0
15449,KINE,1170,1,Lecture,"1","Diane Whaley, Harvey Volentine","TuTh 12:30PM - 1:45PM","Birdwood Golf Course","Golf","",Open,20,24,0
15710,KINE,1170,2,Lecture,"1","Diane Whaley, Harvey Volentine, Robert Ezell","TuTh 11:00AM - 12:15PM","Birdwood Golf Course","Golf","",Closed,30,24,0
15450,KINE,1200,1,Lecture,"1","Diane Whaley, Jason Conroy","TuTh 9:30AM - 10:45AM","Slaughter Rec 113-Main Gym","Badminton","",Open,16,24,0
15452,KINE,1300,1,Lecture,"1","Carrie Pledger, Diane Whaley","TuTh 8:00AM - 9:15AM","Aquatic & Fitness Ctr N Pool","Swimming","",Open,19,20,0
15453,KINE,1300,2,Lecture,"1","Carly Morano, Diane Whaley","TuTh 8:00AM - 9:15AM","Aquatic & Fitness Ctr S Pool","Swimming","",Closed,20,20,0
15454,KINE,1310,1,Lecture,"1","Diane Whaley, Justin Anderson","TuTh 9:30AM - 10:45AM","Aquatic & Fitness Ctr S Pool","Swimming for Fitness","",Closed,23,24,0
15455,KINE,1320,1,Lecture,"1","Diane Whaley, Lynn Samuel","Mo 6:30PM - 10:00PM","North Grounds Rec Ctr Pool LN0","Scuba Diving","",Closed,22,24,0
15456,KINE,1325,1,Lecture,"1","Diane Whaley, Lynn Samuel","Mo 12:00AM - 12:00AM","N Grounds Rec Ctr Pool - Deep","Advanced Scuba","",Open,10,20,0
15457,KINE,1400,1,Lecture,"1","Brandon Kim, Diane Whaley","MoWeFr 9:00AM - 9:50AM","Memorial Gymnasium B010","Weight Training","",Closed,25,24,0
15458,KINE,1400,2,Lecture,"1","Diane Whaley, Matthew Lowery","MoWeFr 10:00AM - 10:50AM","Memorial Gymnasium B010","Weight Training","",Closed,25,24,0
15459,KINE,1400,3,Lecture,"1","Benjamin Butler, Diane Whaley","TuTh 9:30AM - 10:45AM","Memorial Gymnasium B010","Weight Training","",Closed,24,24,0
15467,KINE,1410,1,Lecture,"1","Diane Whaley, Sarah Moseley","TuTh 8:00AM - 9:15AM","Memorial Gymnasium 120-MP","Yoga","",Closed,26,24,0
15468,KINE,1410,2,Lecture,"1","Ann Mazur, Diane Whaley","MoWeFr 9:00AM - 9:50AM","Memorial Gymnasium 120-MP","Yoga","",Closed,27,24,0
15624,KINE,1410,3,Lecture,"1","Ann Mazur, Diane Whaley","TuTh 8:00AM - 9:15AM","Aquatic & Fitness Ctr MP1","Yoga","",Closed,29,24,0
15628,KINE,1410,4,Lecture,"1","John Bultman, Diane Whaley","TuTh 2:00PM - 3:15PM","Memorial Gymnasium 120-MP","Yoga","",Closed,25,24,0
20234,KINE,1410,5,Lecture,"1","Diane Whaley, John Bultman","MoWeFr 10:00AM - 10:50AM","Memorial Gymnasium 120-MP","Yoga","",Open,22,24,0
15571,KINE,1420,1,Lecture,"1","Brandon Kim, Diane Whaley","TuTh 8:00AM - 9:15AM","Memorial Gymnasium Main Gym","Core Training","",Closed,24,24,0
15515,KINE,1425,1,Lecture,"1","Diane Whaley, Jason Reed","TuTh 9:30AM - 10:45AM","Slaughter Rec 115A-MP1","Climbing","",Closed,20,20,0
15469,KINE,1430,1,Lecture,"1","Diane Whaley, Melissa Patterson","TuTh 9:30AM - 10:45AM","Memorial Gymnasium Main Gym","Cross Training and Conditioning","",Open,20,24,0
15470,KINE,1430,2,Lecture,"1","Diane Whaley, Melissa Patterson","MoWeFr 10:00AM - 10:50AM","Memorial Gymnasium Main Gym","Cross Training and Conditioning","",Closed,24,24,0
15471,KINE,1430,3,Lecture,"1","Diane Whaley, Melissa Patterson","MoWeFr 11:00AM - 11:50AM","Memorial Gymnasium Main Gym","Cross Training and Conditioning","",Closed,24,24,0
15472,KINE,1440,1,Lecture,"1","Ann Mazur, Diane Whaley","MoWeFr 8:00AM - 8:50AM","Memorial Gymnasium Main Gym","Running for Fitness","",Closed,24,24,0
15572,KINE,1440,2,Lecture,"1","Diane Whaley, Elisabeth Merten","TuTh 8:00AM - 9:15AM","Carr's Hill Field","Running for Fitness","",Open,14,24,0
15473,KINE,1445,1,Lecture,"1","Brandon Kim, Diane Whaley","MoWeFr 8:00AM - 8:50AM","Memorial Gymnasium B010","Women's Weight Training","",Closed,25,24,0
15474,KINE,1445,2,Lecture,"1","Abby Fines, Diane Whaley","TuTh 8:00AM - 9:15AM","Memorial Gymnasium B010","Women's Weight Training","",Closed,24,24,0
15475,KINE,1720,1,Lecture,"1","Carrie Pledger, Diane Whaley","TuTh 9:30AM - 10:45AM","Memorial Gymnasium 120-MP","Dance for Fitness","",Open,18,30,0
15476,KINE,1725,1,Lecture,"1","Carrie Pledger, Diane Whaley","TuTh 11:00AM - 12:15PM","Slaughter Rec 115A-MP1","Ballroom Dancing","",Open,23,24,0
15569,KINE,1730,1,Lecture,"1","Diane Whaley, Grace Ranson","Tu 2:00PM - 4:30PM","Slaughter Rec 113-Main Gym","Hiking","",Open,16,20,0
15435,KINE,2200,1,Lecture,"3","Martin Block","TuTh 2:00PM - 3:15PM","Wilson Hall 402","Motor Development","",Open,221,229,0
20603,KINE,2410,1,Lecture,"3","Moira Johnson","MoWe 1:00PM - 2:15PM","Aquatic & Fitness Ctr 201","Group Exercise Instruction","",Closed,21,20,0
15555,KINE,2420,1,Lecture,"3","Jason Davis","TuTh 9:30AM - 10:45AM","Aquatic & Fitness Ctr 201","Introduction to Personal Training","",Closed,25,20,0
15610,KINE,2850,1,Lecture,"1","Revay Corbett","TBA","TBA","Medical Terminology","",Open,46,50,0
15611,KINE,2850,2,Lecture,"1","Revay Corbett","TBA","TBA","Medical Terminology","",Closed,49,50,0
15679,KINE,2850,3,Lecture,"1","Natalie Kupperman","TBA","TBA","Medical Terminology","",Closed,48,50,0
20500,KINE,2850,4,Lecture,"1","Revay Corbett","TBA","TBA","Medical Terminology","",Closed,48,50,0
15431,KINE,3400,1,Lecture,"3","Nicole Gilbertson, Sibylle Kranz","TuTh 8:00AM - 9:15AM","Ruffner Hall G008","Nutrition","",Open,154,155,0
15507,KINE,3420,1,Lecture,"3","David Edwards","TuTh 9:30AM - 10:45AM","Ruffner Hall G008","Contemporary Health Issues","",Open,159,160,0
15619,KINE,3450,1,Lecture,"3","Steven Malin","TuTh 3:30PM - 4:45PM","Ruffner Hall G008","Exercise and Nutrition Medicine","",Open,93,100,0
15612,KINE,3615,1,Lecture,"2","Ethan Saliba","TBA","TBA","Service Learning in Sports Medicine Athletic Training","",Open,19,30,0
15432,KINE,3620,1,Lecture,"3","Joseph Hart","TuTh 11:00AM - 12:15PM","Ruffner Hall G008","Biomechanics/Motor Control of Human Movement","",Closed,90,80,0
15429,KINE,3630,1,Lecture,"3","Alexandra Dejong","MoWe 11:00AM - 11:50AM","Dell 1 105","Emergency Medical Care","",Closed,30,30,0
15556,KINE,3630,2,Lecture,"3","Alexandra Dejong","MoWe 11:00AM - 11:50AM","Contact Department","Emergency Medical Care","",Open,27,30,0
15508,KINE,3660,1,Lecture,"3","Jacob Resch","MoWeFr 11:00AM - 11:50AM","Ruffner Hall G008","Neuroscience of Exercise","",Closed,100,100,0
15428,KINE,4000,1,Practicum,"3","Luke Kelly","MoWe 12:00PM - 12:50PM","Memorial Gymnasium 211","Practicum in Kinesiology","",Open,15,40,0
19925,KINE,4400,1,Lecture,"3","Randy Bird","TuTh 8:00AM - 9:15AM","Ruffner Hall G004","Nutrition and Athletic Performance","",Open,26,60,0
15697,KINE,4420,1,Seminar,"1","Luke Kelly","We 1:00PM - 2:00PM","Memorial Gymnasium 211","Health and Wellbeing Capstone Seminar","",Closed,42,40,0
19344,KINE,4430,1,Lecture,"3","Jason Allen","TuTh 9:30AM - 10:45AM","Ruffner Hall G004","Clinical Ex Phys: Theoretical & Applied Basis for Ex Testing & Prescription","",Open,12,80,0
15427,KINE,4600,1,Lecture,"3","Susan Saliba","MoWeFr 9:00AM - 9:50AM","Ruffner Hall 137","Athletic Injuries","",Open,31,40,0
15425,KINE,4601,1,Laboratory,"1","Andrea Baellow","Fr 10:00AM - 10:50AM","Contact Department","Athletic Injuries Lab","",Open,19,30,0
21283,KINE,4993,001,Independent Study,"1 - 6","Jacob Resch","TBA","TBA","Independent Study","",Open,3,30,0
15421,KINE,4993,5,Independent Study,"1 - 6","Joseph Hart","TBA","TBA","Independent Study","",Open,0,30,0
15422,KINE,4993,6,Independent Study,"1 - 6","Martin Block","TBA","TBA","Independent Study","",Open,0,30,0
15423,KINE,4993,7,Independent Study,"1 - 6","Luke Kelly","TBA","TBA","Independent Study","",Open,0,30,0
15708,KINE,4993,12,Independent Study,"1 - 6","Sibylle Kranz","TBA","TBA","Independent Study","",Open,3,30,0
15436,KINE,5250,1,Lecture,"2","Martin Block","Th 3:30PM - 5:30PM","Memorial Gymnasium 213","Kinesiology for Children Severe Disabilities","",Open,12,20,0
15437,KINE,5260,1,Lecture,"3","Luke Kelly","We 3:30PM - 6:00PM","Ruffner Hall 139","Adapted Physical Education: Physically and Sensory Impaired","",Open,14,20,0
15557,KINE,5280,1,Seminar,"2","Luke Kelly","Mo 3:30PM - 6:00PM","Memorial Gymnasium 211","Seminar in Adapted Physical Education","",Open,10,20,0
15702,KINE,5432,1,Lecture,"3","Jason Allen","TuTh 2:00PM - 3:15PM","Memorial Gymnasium 213","Human Circulatory Physiology: Regulation/Adaptation","",Open,13,15,0
15438,KINE,5440,1,Lecture,"3","Arthur Weltman","We 9:00AM - 12:00PM","Memorial Gymnasium 211","Exercise Physiology Laboratory","",Open,14,20,0
15613,KINE,5460,1,Lecture,"3","David Edwards","TuTh 12:30PM - 1:45PM","Memorial Gymnasium 211","Clinical Exercise Testing, Evaluation and Prescription","",Open,13,20,0
15434,KINE,5470,1,Lecture,"3","Steven Malin","TuTh 2:00PM - 3:15PM","Memorial Gymnasium 211","Metabolic Adaptations to Exercise","",Open,13,20,0
15713,KINE,5475,1,Seminar,"1","Arthur Weltman","Mo 1:00PM - 2:00PM","Memorial Gymnasium 211","Seminar in Exercise Physiology","",Open,10,15,0
15680,KINE,5740,1,Lecture,"4","Kevin Cross","TuTh 8:00AM - 9:15AM","Contact Department","Assessment and Intervention of Injury II","",Open,4,20,0
15681,KINE,5750,1,Lecture,"4","Jacob Resch, Michael Higgins","TuTh 9:45AM - 11:00AM","Contact Department","Assessment and Intervention of Concussion, Head and Cervical Spine","",Open,4,20,0
15696,KINE,5760,1,Lecture,"3","Michael Higgins","TuTh 2:00PM - 3:15PM","Contact Department","Princples of Strength and Conditioning","",Open,9,20,0
15682,KINE,5765,1,Practicum,"3","Luzita Vela","Tu 12:15PM - 1:45PM","Contact Department","Clinical Practicum III","",Open,4,20,0
15440,KINE,5993,1,Independent Study,"1 - 6","Martin Block","TBA","TBA","Independent Study","",Open,1,30,0
15441,KINE,5993,2,Independent Study,"1 - 6","Barbara Boyce","TBA","TBA","Independent Study","",Open,1,30,0
18807,KINE,5993,3,Independent Study,"1 - 6","Michael Higgins","TBA","TBA","Independent Study","",Open,2,30,0
18808,KINE,5993,4,Independent Study,"1 - 6","Luzita Vela","TBA","TBA","Independent Study","",Open,1,30,0
15442,KINE,5993,7,Independent Study,"1 - 6","Steven Malin","TBA","TBA","Independent Study","",Open,0,30,0
15443,KINE,5993,10,Independent Study,"1 - 6","Arthur Weltman","TBA","TBA","Independent Study","",Open,3,30,0
15656,KINE,5993,011,Independent Study,"1 - 6","Sibylle Kranz","TBA","TBA","Independent Study","",Open,0,30,0
15683,KINE,6400,1,Lecture,"3","Sibylle Kranz","TuTh 11:00AM - 12:15PM","Memorial Gymnasium 211","Changing Behavior to Improve Diet and Physical Activity","",Open,8,30,0
18812,KINE,6730,1,Lecture,"3","Joseph Hart, Michael Higgins","MoWe 9:30AM - 10:45AM","Contact Department","Human Performance in Sports Medicine","",Open,4,20,0
18813,KINE,6740,1,Seminar,"3","Luzita Vela","MoWe 8:00AM - 9:15AM","Contact Department","Athletic Training Seminar","",Open,4,20,0
19345,KINE,6755,1,Practicum,"3","Luzita Vela","Mo 11:00AM - 12:15PM","Contact Department","Clinical Practicum IV","",Open,4,20,0
15430,KINE,7410,1,Lecture,"3","Arthur Weltman","We 3:30PM - 6:00PM","Memorial Gymnasium 211","Principles and Practice of Cardiopulmonary Rehabilitation","",Open,6,30,0
15558,KINE,8630,1,Seminar,"1 - 3","Susan Saliba","MoWe 11:00AM - 11:50AM","Memorial Gymnasium 213","Readings in Sports Medicine Research","",Open,2,10,0
15518,KINE,8980,1,Practicum,"1 - 6","Martin Block","TBA","TBA","Practicum","",Open,10,30,0
15587,KINE,8980,2,Practicum,"1 - 6","Arthur Weltman","TBA","TBA","Practicum","",Open,0,30,0
15494,KINE,8998,1,Independent Study,"1 - 12","Arthur Weltman","TBA","TBA","Master's Research Internship","",Open,0,30,0
15495,KINE,8998,2,Independent Study,"1 - 12","Susan Saliba","TBA","TBA","Master's Research Internship","",Open,0,30,0
15497,KINE,8998,4,Independent Study,"1 - 12","Luke Kelly","TBA","TBA","Master's Research Internship","",Open,0,30,0
15498,KINE,8998,5,Independent Study,"1 - 12","Joseph Hart","TBA","TBA","Master's Research Internship","",Open,0,30,0
15499,KINE,8998,6,Independent Study,"1 - 12","David Edwards","TBA","TBA","Master's Research Internship","",Open,0,30,0
15500,KINE,8998,7,Independent Study,"1 - 12","Martin Block","TBA","TBA","Master's Research Internship","",Open,0,30,0
15501,KINE,8998,8,Independent Study,"1 - 12","Barbara Boyce","TBA","TBA","Master's Research Internship","",Open,0,30,0
15502,KINE,8998,9,Independent Study,"1 - 12","Jacob Resch","TBA","TBA","Master's Research Internship","",Open,0,30,0
15503,KINE,8998,10,Independent Study,"1 - 12","Steven Malin","TBA","TBA","Master's Research Internship","",Open,0,30,0
15520,KINE,8999,1,Independent Study,"1 - 6","Arthur Weltman","TBA","TBA","Master's Thesis","",Open,1,30,0
15521,KINE,8999,2,Independent Study,"1 - 6","Martin Block","TBA","TBA","Master's Thesis","",Open,0,30,0
15522,KINE,8999,3,Independent Study,"1 - 6","Susan Saliba","TBA","TBA","Master's Thesis","",Open,0,30,0
15523,KINE,8999,4,Independent Study,"1 - 6","Luke Kelly","TBA","TBA","Master's Thesis","",Open,0,30,0
15525,KINE,8999,6,Independent Study,"1 - 6","Joseph Hart","TBA","TBA","Master's Thesis","",Open,0,30,0
15526,KINE,8999,7,Independent Study,"1 - 6","David Edwards","TBA","TBA","Master's Thesis","",Open,0,30,0
15527,KINE,8999,8,Independent Study,"1 - 6","Barbara Boyce","TBA","TBA","Master's Thesis","",Open,0,30,0
15533,KINE,8999,9,Independent Study,"1 - 6","Jacob Resch","TBA","TBA","Master's Thesis","",Open,1,30,0
15439,KINE,9740,1,Independent Study,"1 - 6","Barbara Boyce","TBA","TBA","Internship in College Teaching or Supervision","",Open,1,10,0
15743,KINE,9993,11,Independent Study,"1 - 6","Jason Allen","TBA","TBA","Independent Study","",Open,1,30,0
15484,KINE,9998,1,Independent Study,"3 - 12","Arthur Weltman","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
15485,KINE,9998,2,Independent Study,"3 - 12","Susan Saliba","TBA","TBA","Doctoral Research Apprenticeship","",Open,1,30,0
15486,KINE,9998,3,Independent Study,"3 - 12","Jay Hertel","TBA","TBA","Doctoral Research Apprenticeship","",Open,2,30,0
15487,KINE,9998,4,Independent Study,"3 - 12","Joseph Hart","TBA","TBA","Doctoral Research Apprenticeship","",Open,2,30,0
15488,KINE,9998,5,Independent Study,"3 - 12","Luke Kelly","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
15489,KINE,9998,6,Independent Study,"3 - 12","David Edwards","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
15490,KINE,9998,7,Independent Study,"3 - 12","Martin Block","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
15491,KINE,9998,8,Independent Study,"3 - 12","Barbara Boyce","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
15492,KINE,9998,9,Independent Study,"3 - 12","Jacob Resch","TBA","TBA","Doctoral Research Apprenticeship","",Open,1,30,0
15493,KINE,9998,10,Independent Study,"3 - 12","Steven Malin","TBA","TBA","Doctoral Research Apprenticeship","",Open,2,30,0
15706,KINE,9998,11,Independent Study,"3 - 12","Sibylle Kranz","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
15477,KINE,9999,1,Independent Study,"3 - 12","Arthur Weltman","TBA","TBA","Doctoral Dissertation","",Open,1,30,0
15478,KINE,9999,2,Independent Study,"3 - 12","Susan Saliba","TBA","TBA","Doctoral Dissertation","",Open,1,30,0
15479,KINE,9999,3,Independent Study,"3 - 12","Jay Hertel","TBA","TBA","Doctoral Dissertation","",Open,2,30,0
15480,KINE,9999,4,Independent Study,"3 - 12","Joseph Hart","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
15481,KINE,9999,5,Independent Study,"3 - 12","Luke Kelly","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
15482,KINE,9999,6,Independent Study,"3 - 12","David Edwards","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
15483,KINE,9999,7,Independent Study,"3 - 12","Barbara Boyce","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
15534,KINE,9999,8,Independent Study,"3 - 12","Martin Block","TBA","TBA","Doctoral Dissertation","",Open,1,30,0
15707,KINE,9999,9,Independent Study,"3 - 12","Sibylle Kranz","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
20580,KINE,9999,010,Independent Study,"3 - 12","Jacob Resch","TBA","TBA","Doctoral Dissertation","",Open,1,30,0
10601,KOR,1020,001,Lecture,"4","Yoon Hwa Choi","MoTuWeThFr 10:00AM - 10:50AM","New Cabell Hall 395","Elementary Korean II","",Open,17,20,0
13094,KOR,1020,002,Lecture,"4","Yoon Hwa Choi","MoTuWeThFr 11:00AM - 11:50AM","New Cabell Hall 027","Elementary Korean II","",Closed,19,20,0
10975,KOR,2020,001,Lecture,"4","Sunhee Woo","MoTuWeThFr 10:00AM - 10:50AM","New Cabell Hall 132","Intermediate Korean II","",Closed,16,16,0
13095,KOR,2020,002,Lecture,"4","Sunhee Woo","MoTuWeThFr 11:00AM - 11:50AM","New Cabell Hall 411","Intermediate Korean II","",Open,15,16,0
12306,KOR,3015,001,Lecture,"1","Yoon Hwa Choi","TBA","TBA","Language House Conversation","",Open,6,30,0
10602,KOR,3020,001,Lecture,"3","Sunhee Woo","MoWeFr 2:00PM - 2:50PM","Shea House 211","Advanced Korean II","",Open,9,15,0
13096,KOR,4020,001,Lecture,"3","Yoon Hwa Choi","MoWeFr 1:00PM - 1:50PM","New Cabell Hall 209","Advanced Readings in Modern Korean II","",Open,8,12,0
18136,LAR,5120,001,Lecture,"3","Michael Lee","MoFr 11:00AM - 12:15PM","Campbell Hall 158","History of Landscape Design I","",Open,42,50,0
14944,LAR,5140,001,Seminar,"3","Elizabeth Meyer","Mo 10:00AM - 12:30PM","Campbell Hall 220C","Theories of Modern Landscape Architecture","",Closed,28,30,0
14872,LAR,5230,001,Lecture,"3","Andrew Johnston, Elizabeth Meyer","We 6:00PM - 8:30PM","Campbell Hall 325","Cultural Landscapes","",Closed,7,7,0
14870,LAR,5280,001,Seminar,"3","Karen Firehock","We 9:00AM - 11:45AM","Campbell Hall 302A","Green Cities/Green Sites","",Open,2,10,0
20694,LAR,5452,001,Lecture,"3","Jennifer Roe","We 9:00AM - 11:30AM","Campbell Hall 220B","Healthy Cities","",Closed,5,1,0
19681,LAR,5500,002,Lecture,"3","Michael Lee","Fr 1:00PM - 3:30PM","TBA","Special Topics in Landscape Architecture","Muskau Park: Modernity & Med",Open,1,12,0
14894,LAR,5590,001,Seminar,"3","Leena Cho","Fr 9:00AM - 11:30AM","Campbell Hall 302A","Faculty Research Seminar","Meteorological Instruments",Open,9,10,0
14989,LAR,5590,002,Seminar,"3","Guoping Huang, Nancy Takahashi","Mo 1:00PM - 3:30PM","Campbell Hall 425","Faculty Research Seminar","Uniting City + Landscape Ghana",Open,5,10,0
18855,LAR,5590,003,Seminar,"3","Matthew Seibert","Fr 9:00AM - 11:30AM","Campbell Hall 105","Faculty Research Seminar","Gaming Landscape Rep",Open,14,15,0
20291,LAR,5590,004,Seminar,"3","Julie Bargmann","TuTh 11:00AM - 12:15PM","Campbell Hall 305","Faculty Research Seminar","URBAN WILDS: Not Taming Them",Closed,12,12,0
14844,LAR,5993,001,Independent Study,"1 - 3","Julie Bargmann","TBA","TBA","Advanced Independent Research","",Closed,2,2,0
20876,LAR,5993,002,Independent Study,"1 - 3","Akemi Ohira","TBA","TBA","Advanced Independent Research","",Closed,1,1,0
21110,LAR,5993,003,Independent Study,"1 - 3","Ghazal Jafari","TBA","TBA","Advanced Independent Research","",Closed,1,1,0
15015,LAR,5993,006,Independent Study,"1 - 3","Zaneta Hong","TBA","TBA","Advanced Independent Research","",Open,0,5,0
14862,LAR,6020,001,Studio,"6","Emma Mendel, Matthew Seibert, Zaneta Hong","MoWeFr 1:00PM - 4:45PM","Campbell Hall 401","Foundation Studio II","",Open,37,40,0
14984,LAR,6212,001,Lecture,"4","Charles Burrell, Zaneta Hong","We 9:00AM - 12:30PM","Campbell Hall 135","EcoTech II","",Closed,37,36,0
